PolicyID,UnderwrittenCoverID,PolicyStartDate,Province,VehicleType,Gender,Age,VehicleAge,CubicCapacity,PostalCode,PreviousClaims,TotalPremium,TotalClaims,LossRatio,HasClaim
102779,COMP+,2027-08-10,Eastern Cape,SUV,Male,33,23,1600,1670,1,9677,7321,0.7565361165650512,1
102780,COMP+,2027-08-11,Gauteng,SUV,Female,22,10,3500,8930,1,13113,0,0.0,0
102781,COMP+,2027-08-12,Eastern Cape,SUV,Female,66,15,1200,5594,2,16860,467,0.027698695136417557,1
102782,TPO,2027-08-13,Gauteng,SUV,Female,63,3,3000,7419,2,13022,8035,0.6170327138688374,1
102783,COMP+,2027-08-14,Western Cape,Hatchback,Female,29,8,1800,6202,2,10339,1357,0.13125060450720571,1
102784,TPO,2027-08-15,Eastern Cape,Hatchback,Male,62,18,2000,2855,1,10132,4927,0.48628108961705485,1
102785,TPO,2027-08-16,Gauteng,Sedan,Male,38,11,2000,6237,0,9956,335,0.03364805142627561,1
102786,TPFT,2027-08-17,KZN,Sedan,Female,31,7,1800,7172,3,13550,2189,0.16154981549815497,1
102787,TPO,2027-08-18,Eastern Cape,SUV,Female,54,19,3000,8148,3,5426,942,0.17360855141909326,1
102788,COMP,2027-08-19,Western Cape,Sedan,Female,39,7,1200,4429,1,7154,234,0.03270897400055913,1
102789,TPO,2027-08-20,Western Cape,Bakkie,Female,47,2,2000,7793,2,7567,0,0.0,0
102790,TPFT,2027-08-21,KZN,Sedan,Female,40,6,2200,6276,3,5035,779,0.15471698113207547,1
102791,TPO,2027-08-22,Western Cape,SUV,Male,22,5,2000,3078,3,10240,1857,0.18134765625,1
102792,COMP,2027-08-23,Western Cape,Sedan,Female,46,14,3500,7986,3,8930,2414,0.27032474804031353,1
102793,COMP,2027-08-24,Western Cape,Sedan,Female,47,18,1200,3006,3,7279,0,0.0,0
102794,COMP,2027-08-25,Western Cape,Bakkie,Female,35,4,1600,6405,2,12692,1539,0.12125748502994012,1
102795,TPFT,2027-08-26,KZN,SUV,Male,63,4,1600,2688,1,10994,8375,0.7617791522648717,1
102796,TPFT,2027-08-27,Western Cape,Coupe,Female,67,24,1600,5431,2,8732,1528,0.1749885478699038,1
102797,COMP+,2027-08-28,Gauteng,Hatchback,Female,69,13,3500,1569,2,12628,6069,0.48059866962305986,1
102798,TPFT,2027-08-29,Free State,SUV,Male,18,23,1200,7456,3,13450,0,0.0,0
102799,COMP,2027-08-30,Gauteng,Sedan,Female,56,21,1600,5694,3,11500,0,0.0,0
102800,COMP,2027-08-31,Western Cape,Hatchback,Male,34,1,3000,2146,2,6801,179,0.026319658873695046,1
102801,TPFT,2027-09-01,KZN,Hatchback,Female,20,20,1600,4774,2,15566,1926,0.12373120904535526,1
102802,TPO,2027-09-02,Western Cape,Hatchback,Male,59,5,1200,1864,2,7291,61,0.008366479220957344,1
102803,TPFT,2027-09-03,KZN,Sedan,Male,24,24,3500,7514,0,8932,3023,0.33844603672189877,1
102804,TPFT,2027-09-04,Eastern Cape,Coupe,Male,44,3,2200,5900,3,11516,1755,0.15239666550885725,1
102805,COMP,2027-09-05,Gauteng,Sedan,Female,45,21,2000,5409,1,11734,4522,0.3853758309186978,1
102806,COMP+,2027-09-06,Gauteng,Bakkie,Male,61,19,1200,1027,1,11727,7623,0.6500383729854182,1
102807,COMP,2027-09-07,Gauteng,Hatchback,Female,71,13,1200,8322,1,14959,0,0.0,0
102808,COMP+,2027-09-08,Gauteng,Sedan,Female,48,7,1800,8109,0,11208,2110,0.1882583868665239,1
102809,COMP,2027-09-09,Eastern Cape,Hatchback,Female,32,10,1600,6349,0,8355,0,0.0,0
102810,TPFT,2027-09-10,Eastern Cape,Sedan,Male,72,3,2500,8716,1,8204,52,0.006338371526084837,1
102811,COMP,2027-09-11,Gauteng,Coupe,Female,70,23,2200,2029,1,11304,0,0.0,0
102812,COMP,2027-09-12,Free State,Sedan,Female,65,2,2500,7616,1,7422,447,0.06022635408245756,1
102813,COMP,2027-09-13,Eastern Cape,Coupe,Male,25,7,1800,2996,2,6643,2080,0.3131115459882583,1
102814,TPFT,2027-09-14,Eastern Cape,Sedan,Male,23,9,2200,2341,3,12717,330,0.02594951639537627,1
102815,TPFT,2027-09-15,Gauteng,Bakkie,Male,45,21,1600,2248,0,15263,0,0.0,0
102816,TPFT,2027-09-16,Gauteng,SUV,Female,21,12,2500,8200,0,19778,0,0.0,0
102817,TPFT,2027-09-17,Western Cape,SUV,Male,47,22,3500,3136,2,9380,2665,0.28411513859275056,1
102818,COMP+,2027-09-18,Eastern Cape,Sedan,Male,60,10,1600,8501,0,9621,306,0.031805425631431246,1
102819,COMP+,2027-09-19,Western Cape,Bakkie,Female,34,19,1600,3087,1,14032,6929,0.4937998859749145,1
102820,TPO,2027-09-20,Free State,Sedan,Female,51,13,2000,1680,0,5949,0,0.0,0
102821,TPFT,2027-09-21,Western Cape,SUV,Female,23,10,2200,1374,2,15808,898,0.05680668016194332,1
102822,COMP+,2027-09-22,Western Cape,Sedan,Female,53,5,2200,4369,3,3861,798,0.2066822066822067,1
102823,COMP,2027-09-23,Gauteng,Coupe,Male,52,15,1800,4045,1,7841,0,0.0,0
102824,TPFT,2027-09-24,Eastern Cape,Sedan,Female,56,21,3500,7536,0,7773,0,0.0,0
102825,TPO,2027-09-25,Western Cape,Sedan,Male,56,3,1200,6137,1,5630,1359,0.2413854351687389,1
102826,TPO,2027-09-26,Free State,Sedan,Female,33,8,1600,6646,3,12679,0,0.0,0
102827,TPO,2027-09-27,Western Cape,SUV,Female,19,6,1600,7275,0,12910,124,0.009604957397366382,1
102828,COMP,2027-09-28,Western Cape,Sedan,Male,25,19,2500,3337,1,9340,158,0.016916488222698072,1
102829,COMP+,2027-09-29,Gauteng,SUV,Female,32,17,1800,6949,2,14867,4399,0.2958902266765319,1
102830,COMP,2027-09-30,Gauteng,Hatchback,Male,44,10,2200,1805,2,9349,30,0.0032088993475237995,1
102831,TPFT,2027-10-01,Western Cape,Bakkie,Male,33,1,2000,7352,3,9775,1545,0.15805626598465472,1
102832,TPO,2027-10-02,Gauteng,SUV,Female,18,13,2200,7470,3,22432,0,0.0,0
102833,COMP,2027-10-03,Western Cape,Sedan,Female,27,10,2000,4039,3,7473,48,0.006423123243677238,1
102834,COMP,2027-10-04,Gauteng,Bakkie,Female,24,12,2000,7646,0,18946,2721,0.14361870579541855,1
102835,COMP+,2027-10-05,Eastern Cape,Sedan,Male,65,2,2200,1278,3,12800,7608,0.594375,1
102836,COMP+,2027-10-06,Eastern Cape,Bakkie,Female,27,10,2500,2405,0,9611,962,0.10009364270107168,1
102837,TPO,2027-10-07,Gauteng,Sedan,Male,29,21,1600,1787,1,5907,6,0.001015744032503809,1
102838,COMP,2027-10-08,Free State,SUV,Male,34,23,2000,8150,2,13989,2257,0.16134105368503823,1
102839,COMP,2027-10-09,Eastern Cape,SUV,Male,62,1,2500,6047,1,10998,0,0.0,0
102840,COMP+,2027-10-10,Western Cape,Hatchback,Male,29,1,1800,2332,2,14492,3964,0.2735302235716257,1
102841,COMP,2027-10-11,KZN,Sedan,Female,32,20,1800,5372,3,11491,2088,0.18170742320076583,1
102842,COMP,2027-10-12,Eastern Cape,SUV,Male,63,15,2000,4147,1,11006,828,0.07523169180447029,1
102843,COMP,2027-10-13,Western Cape,Sedan,Male,68,22,1600,3345,1,9202,0,0.0,0
102844,COMP+,2027-10-14,Western Cape,Bakkie,Male,49,1,2000,8992,3,5561,450,0.08092069771623808,1
102845,TPO,2027-10-15,Eastern Cape,Hatchback,Female,49,21,1800,4449,1,11057,2474,0.22374966084833137,1
102846,TPFT,2027-10-16,Gauteng,SUV,Female,68,9,3000,1432,0,22537,20387,0.9046013222700449,1
102847,TPO,2027-10-17,Western Cape,SUV,Male,43,24,1800,2009,2,4952,0,0.0,0
102848,TPFT,2027-10-18,Western Cape,Hatchback,Female,31,7,2200,8279,3,8687,1647,0.18959364567744907,1
102849,COMP,2027-10-19,Gauteng,SUV,Male,67,16,3000,4849,0,13366,5282,0.395181804578782,1
102850,TPO,2027-10-20,Free State,SUV,Female,43,16,1600,6191,0,9945,1588,0.15967823026646555,1
102851,TPFT,2027-10-21,KZN,SUV,Male,22,13,2200,1316,3,24765,2227,0.08992529779931355,1
102852,COMP+,2027-10-22,Eastern Cape,Bakkie,Male,69,10,3000,8188,1,12727,169,0.013278855975485188,1
102853,COMP+,2027-10-23,Western Cape,Sedan,Female,55,18,2500,6307,2,12602,0,0.0,0
102854,TPO,2027-10-24,Gauteng,Hatchback,Female,67,9,3000,5216,0,11927,1170,0.09809675526117213,1
102855,TPO,2027-10-25,Gauteng,SUV,Male,63,12,2500,2365,1,16805,0,0.0,0
102856,COMP,2027-10-26,Gauteng,Sedan,Female,21,24,2500,7796,3,18067,17260,0.9553329274367631,1
102857,TPO,2027-10-27,Western Cape,Bakkie,Female,45,13,3000,5399,3,14658,7,0.0004775549188156638,1
102858,COMP,2027-10-28,Eastern Cape,SUV,Female,72,11,3000,1935,2,11334,11162,0.9848244220928181,1
102859,COMP,2027-10-29,Eastern Cape,Sedan,Male,18,15,1200,4518,3,15471,1755,0.11343804537521815,1
102860,COMP+,2027-10-30,Gauteng,Bakkie,Male,30,10,3000,4787,2,10367,12929,1.2471303173531398,1
102861,COMP+,2027-10-31,Free State,Hatchback,Female,60,10,2500,3768,3,8211,0,0.0,0
102862,TPFT,2027-11-01,Western Cape,Hatchback,Male,20,9,2000,1495,3,10231,210,0.020525852800312775,1
102863,COMP+,2027-11-02,Gauteng,Coupe,Male,66,3,2200,4592,0,11691,8707,0.7447609272089641,1
102864,COMP+,2027-11-03,Free State,Hatchback,Male,67,23,2500,3232,1,7577,598,0.07892305661871453,1
102865,TPO,2027-11-04,Gauteng,Sedan,Female,42,16,1600,5018,0,12676,500,0.039444619753865574,1
102866,COMP+,2027-11-05,Eastern Cape,SUV,Male,59,12,3500,3935,2,8989,0,0.0,0
102867,TPFT,2027-11-06,Free State,Hatchback,Female,33,17,3000,7951,0,3856,0,0.0,0
102868,TPO,2027-11-07,Gauteng,SUV,Male,38,15,2500,7475,3,10718,21614,2.016607576040306,1
102869,TPFT,2027-11-08,KZN,Bakkie,Male,30,3,2000,5808,3,15581,0,0.0,0
102870,COMP+,2027-11-09,Western Cape,Bakkie,Male,69,5,3500,7719,1,7920,3479,0.43926767676767675,1
102871,TPFT,2027-11-10,Gauteng,SUV,Male,61,13,3000,5445,2,18112,0,0.0,0
102872,TPO,2027-11-11,Gauteng,Hatchback,Female,53,24,2000,7981,3,12523,1904,0.1520402459474567,1
102873,COMP,2027-11-12,Gauteng,SUV,Female,25,6,3500,3367,1,16556,21970,1.327011355399855,1
102874,TPFT,2027-11-13,KZN,SUV,Male,61,9,3500,3584,1,10945,0,0.0,0
102875,TPFT,2027-11-14,Gauteng,Coupe,Male,36,19,2000,7555,3,22863,2599,0.11367712023793902,1
102876,TPO,2027-11-15,KZN,SUV,Female,64,7,2000,1905,3,20242,0,0.0,0
102877,TPO,2027-11-16,Free State,Sedan,Female,33,13,2000,4227,2,7141,250,0.03500910236661532,1
102878,TPFT,2027-11-17,Gauteng,SUV,Female,29,22,1600,8900,1,12176,11741,0.9642739816031537,1
102879,COMP+,2027-11-18,KZN,Hatchback,Female,37,5,1200,2827,1,15691,0,0.0,0
102880,TPFT,2027-11-19,Western Cape,Bakkie,Male,35,16,1800,4722,1,6940,2693,0.3880403458213256,1
102881,TPO,2027-11-20,Western Cape,Bakkie,Female,71,4,1200,3580,2,11247,1457,0.12954565661954298,1
102882,COMP,2027-11-21,Gauteng,Bakkie,Male,29,5,1800,5597,1,13805,16511,1.19601593625498,1
102883,COMP,2027-11-22,Western Cape,Sedan,Male,65,20,2200,8653,0,7519,191,0.025402314137518287,1
102884,COMP+,2027-11-23,Western Cape,Hatchback,Female,42,19,3000,6273,0,4070,0,0.0,0
102885,TPFT,2027-11-24,Free State,Hatchback,Female,69,23,2000,6009,1,9249,85,0.009190182722456482,1
102886,COMP,2027-11-25,Gauteng,Sedan,Female,28,6,2200,8235,0,7483,1043,0.13938260056127222,1
102887,TPFT,2027-11-26,Gauteng,Sedan,Male,39,4,2200,2515,0,13426,3162,0.23551318337554,1
102888,TPO,2027-11-27,Eastern Cape,Coupe,Male,69,1,3000,8208,2,6716,0,0.0,0
102889,COMP,2027-11-28,Free State,Hatchback,Male,63,17,1800,5622,1,8350,1930,0.2311377245508982,1
102890,COMP+,2027-11-29,Eastern Cape,Hatchback,Female,51,9,1600,8958,2,4281,0,0.0,0
102891,TPO,2027-11-30,Western Cape,Hatchback,Male,30,16,2000,6288,1,3654,4883,1.336343732895457,1
102892,COMP+,2027-12-01,Free State,SUV,Female,63,23,3500,8813,3,9220,1897,0.20574837310195226,1
102893,TPO,2027-12-02,Eastern Cape,Bakkie,Male,55,2,2500,7122,0,7924,2634,0.33240787481070166,1
102894,COMP,2027-12-03,Free State,SUV,Female,29,11,3000,5806,2,13380,3826,0.285949177877429,1
102895,COMP+,2027-12-04,KZN,Sedan,Female,56,5,3500,7136,2,9027,2811,0.3113991359255567,1
102896,COMP+,2027-12-05,Gauteng,Bakkie,Male,53,13,3000,7893,3,21466,0,0.0,0
102897,TPO,2027-12-06,Western Cape,SUV,Male,45,20,3500,4003,3,10165,0,0.0,0
102898,COMP+,2027-12-07,Gauteng,Bakkie,Female,44,17,2200,1111,0,14370,5346,0.37202505219206683,1
102899,TPO,2027-12-08,Gauteng,SUV,Male,56,15,1200,7606,0,10216,18709,1.831342991386061,1
102900,TPO,2027-12-09,Eastern Cape,SUV,Female,30,22,3500,7195,1,8465,3170,0.37448316597755466,1
102901,TPO,2027-12-10,Western Cape,Sedan,Female,60,12,2000,2672,1,4098,0,0.0,0
102902,TPO,2027-12-11,Eastern Cape,Sedan,Male,57,6,3500,3302,3,10709,1299,0.12129984125501914,1
102903,COMP,2027-12-12,Eastern Cape,Sedan,Female,44,20,1600,2650,0,8097,0,0.0,0
102904,TPO,2027-12-13,Western Cape,Sedan,Male,68,13,2000,8325,0,8986,0,0.0,0
102905,TPFT,2027-12-14,Gauteng,Coupe,Female,48,18,2500,5395,3,14246,0,0.0,0
102906,COMP+,2027-12-15,Eastern Cape,Sedan,Male,19,24,2500,6053,3,19350,7107,0.36728682170542637,1
102907,TPFT,2027-12-16,Eastern Cape,Sedan,Female,70,15,2200,3474,2,10473,8564,0.8177217607180368,1
102908,COMP,2027-12-17,Gauteng,SUV,Male,35,15,3500,4995,3,20246,8993,0.4441865059764892,1
102909,TPFT,2027-12-18,Gauteng,Bakkie,Male,43,8,1200,8133,2,13762,1670,0.12134864118587414,1
102910,COMP+,2027-12-19,Gauteng,Sedan,Male,70,19,2200,8943,1,9239,1428,0.1545621820543349,1
102911,TPFT,2027-12-20,Free State,Bakkie,Female,59,23,1600,2890,3,12511,1250,0.09991207737191271,1
102912,COMP,2027-12-21,Western Cape,Bakkie,Female,48,14,1800,1306,3,10981,0,0.0,0
102913,TPO,2027-12-22,KZN,Sedan,Female,55,7,2500,7242,3,11935,2555,0.21407624633431085,1
102914,TPFT,2027-12-23,Western Cape,Sedan,Male,73,14,1200,1120,2,9825,566,0.05760814249363868,1
102915,COMP,2027-12-24,Western Cape,Hatchback,Female,39,5,2500,8769,3,7504,772,0.10287846481876332,1
102916,COMP,2027-12-25,Gauteng,Hatchback,Female,53,15,1600,4101,3,17151,2511,0.14640545740773134,1
102917,COMP+,2027-12-26,Gauteng,Bakkie,Male,36,21,1600,7114,0,9761,2700,0.27661100297100705,1
102918,COMP+,2027-12-27,Gauteng,Sedan,Male,31,15,3500,7373,0,11424,2065,0.18075980392156862,1
102919,TPFT,2027-12-28,Gauteng,SUV,Male,31,24,2500,7794,0,16478,17916,1.0872678723146012,1
102920,TPO,2027-12-29,Gauteng,SUV,Male,67,4,2200,2277,3,16130,6595,0.4088654680719157,1
102921,COMP,2027-12-30,Western Cape,Sedan,Male,46,1,2500,2427,0,8816,0,0.0,0
102922,TPFT,2027-12-31,Gauteng,SUV,Female,34,17,3500,6613,1,15092,7314,0.4846276172806785,1
102923,COMP,2028-01-01,Eastern Cape,Bakkie,Male,67,20,2200,4102,0,12809,6022,0.4701381840893122,1
102924,COMP,2028-01-02,Gauteng,Sedan,Female,67,1,2500,2185,3,11172,625,0.05594343000358038,1
102925,TPO,2028-01-03,Gauteng,Bakkie,Female,54,16,2200,7027,0,13148,2361,0.17957103742013994,1
102926,TPO,2028-01-04,Free State,Hatchback,Female,26,13,3500,2455,0,4406,223,0.05061280072628234,1
102927,TPFT,2028-01-05,Eastern Cape,Sedan,Female,18,18,1800,2179,0,14106,1502,0.1064795122642847,1
102928,TPO,2028-01-06,Western Cape,Hatchback,Male,21,10,2000,2346,1,5111,1799,0.3519859127372334,1
102929,TPO,2028-01-07,Free State,Sedan,Female,24,23,2000,1628,1,8418,126,0.01496792587312901,1
102930,TPFT,2028-01-08,KZN,Hatchback,Male,28,18,2200,2214,2,7363,7205,0.9785413554257776,1
102931,TPO,2028-01-09,Free State,Sedan,Female,31,17,2200,6295,3,9814,170,0.01732219278581618,1
102932,COMP+,2028-01-10,Western Cape,Sedan,Female,59,9,3000,2961,1,11142,1260,0.11308562197092084,1
102933,COMP,2028-01-11,Free State,Bakkie,Female,36,14,3000,3995,1,10445,615,0.05887984681665869,1
102934,COMP,2028-01-12,Western Cape,SUV,Female,57,21,1800,5612,1,16540,577,0.0348851269649335,1
102935,COMP,2028-01-13,Free State,Hatchback,Male,20,13,3500,5940,3,7533,9,0.0011947431302270011,1
102936,COMP,2028-01-14,KZN,SUV,Male,25,20,2000,2547,2,7772,0,0.0,0
102937,TPFT,2028-01-15,Western Cape,Sedan,Female,46,20,1800,6690,3,6906,1041,0.15073848827106864,1
102938,COMP,2028-01-16,KZN,SUV,Male,67,14,3000,7976,0,10880,703,0.0646139705882353,1
102939,COMP,2028-01-17,Western Cape,SUV,Female,54,11,3000,5915,2,7706,1462,0.1897222943161173,1
102940,COMP,2028-01-18,KZN,Sedan,Male,69,13,1600,3858,0,6789,3492,0.5143614670790986,1
102941,COMP,2028-01-19,Gauteng,Bakkie,Female,60,17,2500,1761,1,15857,20200,1.2738853503184713,1
102942,COMP+,2028-01-20,Western Cape,Bakkie,Male,26,3,3000,6458,3,7752,469,0.060500515995872035,1
102943,COMP,2028-01-21,Western Cape,Hatchback,Male,36,1,2000,8772,0,5160,281,0.05445736434108527,1
102944,COMP+,2028-01-22,Eastern Cape,Coupe,Female,29,21,2200,3366,2,8643,0,0.0,0
102945,TPFT,2028-01-23,Western Cape,Sedan,Male,44,5,3500,5206,0,6319,1678,0.2655483462573192,1
102946,TPO,2028-01-24,Western Cape,Bakkie,Male,54,13,1200,2841,0,10821,0,0.0,0
102947,COMP,2028-01-25,Gauteng,SUV,Male,65,24,3000,5902,1,11700,12794,1.0935042735042735,1
102948,TPO,2028-01-26,Free State,Bakkie,Male,42,5,1600,2496,0,6690,0,0.0,0
102949,TPO,2028-01-27,Gauteng,SUV,Male,62,5,2500,4919,0,15724,3566,0.2267870770796235,1
102950,TPFT,2028-01-28,Western Cape,Coupe,Male,55,23,1200,4088,1,9506,4281,0.4503471491689459,1
102951,TPO,2028-01-29,Western Cape,Bakkie,Female,65,12,1800,2243,2,15478,3521,0.22748417108153507,1
102952,COMP+,2028-01-30,Western Cape,Coupe,Male,67,2,2500,5582,1,9733,722,0.07418062262406247,1
102953,TPO,2028-01-31,Western Cape,Hatchback,Female,34,23,1800,5906,0,7434,66,0.00887812752219532,1
102954,TPO,2028-02-01,Gauteng,Hatchback,Male,61,16,1800,3043,3,17009,19924,1.1713798577223822,1
102955,TPO,2028-02-02,KZN,Hatchback,Male,50,17,2200,4376,1,8211,9749,1.187309706491292,1
102956,COMP,2028-02-03,Western Cape,SUV,Male,56,5,1800,1516,1,8851,0,0.0,0
102957,COMP,2028-02-04,Gauteng,Sedan,Female,31,12,3000,8296,0,5497,5451,0.9916317991631799,1
102958,COMP+,2028-02-05,Gauteng,SUV,Male,45,15,1200,1834,3,19847,7345,0.3700811205723787,1
102959,COMP+,2028-02-06,Eastern Cape,Sedan,Female,35,6,1600,1623,2,9602,0,0.0,0
102960,COMP,2028-02-07,Eastern Cape,SUV,Male,72,13,3500,2047,3,16394,758,0.04623642796144931,1
102961,COMP+,2028-02-08,KZN,SUV,Male,50,11,3000,2564,1,3126,0,0.0,0
102962,COMP,2028-02-09,Western Cape,SUV,Female,69,17,2200,4982,3,12209,0,0.0,0
102963,TPFT,2028-02-10,Western Cape,Coupe,Male,59,9,1600,6251,2,6791,243,0.035782653512001175,1
102964,TPO,2028-02-11,Gauteng,Hatchback,Male,32,16,1800,7699,3,18594,1927,0.10363558137033452,1
102965,TPO,2028-02-12,Western Cape,Sedan,Female,28,17,2000,6440,3,10257,231,0.022521205030710735,1
102966,COMP+,2028-02-13,Gauteng,SUV,Female,53,20,2500,1496,3,17174,15185,0.8841853965296378,1
102967,COMP,2028-02-14,KZN,SUV,Female,32,24,2200,8031,1,9419,17733,1.8826839367236436,1
102968,COMP,2028-02-15,Eastern Cape,SUV,Female,70,18,1800,8886,0,11608,0,0.0,0
102969,COMP+,2028-02-16,KZN,Bakkie,Female,65,13,2200,3429,0,8109,34,0.0041928721174004195,1
102970,COMP,2028-02-17,Gauteng,SUV,Female,47,11,2000,3263,3,15819,22752,1.4382704342878816,1
102971,TPFT,2028-02-18,Free State,SUV,Male,32,13,3500,7899,1,7678,2432,0.3167491534253712,1
102972,TPO,2028-02-19,Gauteng,Hatchback,Female,66,24,1200,1542,1,19714,796,0.040377396773866286,1
102973,COMP+,2028-02-20,Western Cape,Hatchback,Female,40,13,3000,1915,1,10830,0,0.0,0
102974,COMP+,2028-02-21,KZN,Sedan,Male,60,12,1200,2801,0,9619,0,0.0,0
102975,COMP,2028-02-22,Western Cape,Bakkie,Male,67,14,2500,4082,1,6559,4991,0.7609391675560299,1
102976,COMP+,2028-02-23,Gauteng,SUV,Male,65,13,1200,1081,3,21701,22236,1.0246532417860927,1
102977,TPFT,2028-02-24,Gauteng,Sedan,Female,32,9,3500,6089,0,10343,2613,0.2526346321183409,1
102978,COMP,2028-02-25,Free State,Sedan,Male,46,14,3000,2179,1,9279,0,0.0,0
102979,COMP,2028-02-26,KZN,SUV,Female,28,1,3000,1165,3,13485,1377,0.1021134593993326,1
102980,COMP,2028-02-27,Gauteng,SUV,Male,62,9,3500,3255,0,13704,6409,0.4676736719206071,1
102981,COMP,2028-02-28,KZN,Sedan,Female,35,4,2000,3071,1,8848,0,0.0,0
102982,TPFT,2028-02-29,Western Cape,Bakkie,Male,57,12,1600,1806,2,5687,504,0.08862317566379461,1
102983,COMP,2028-03-01,Gauteng,Bakkie,Female,48,24,3500,8030,3,13111,3926,0.2994432156204714,1
102984,COMP+,2028-03-02,KZN,Sedan,Female,26,14,2000,3738,2,9971,3691,0.3701735031591616,1
102985,TPFT,2028-03-03,Free State,Sedan,Female,39,9,2000,1331,0,8300,0,0.0,0
102986,TPO,2028-03-04,Eastern Cape,Hatchback,Female,28,3,1800,6681,1,7588,0,0.0,0
102987,TPO,2028-03-05,Western Cape,Sedan,Female,34,6,3500,8145,3,8801,923,0.10487444608567208,1
102988,COMP+,2028-03-06,Free State,Hatchback,Male,50,3,1200,4590,3,5301,3368,0.6353518204112432,1
102989,COMP+,2028-03-07,Free State,Bakkie,Male,28,1,2200,2534,3,14478,1176,0.08122668876916701,1
102990,TPFT,2028-03-08,Eastern Cape,Sedan,Female,56,22,3000,8779,2,11659,0,0.0,0
102991,TPO,2028-03-09,Western Cape,Sedan,Male,25,21,2500,6712,1,8750,241,0.027542857142857143,1
102992,TPO,2028-03-10,KZN,Sedan,Male,68,3,1600,7384,1,10131,0,0.0,0
102993,TPO,2028-03-11,Free State,Sedan,Female,74,14,3000,7979,1,10850,1084,0.09990783410138249,1
102994,TPO,2028-03-12,Western Cape,Sedan,Male,21,20,2200,1180,2,8522,0,0.0,0
102995,TPO,2028-03-13,Gauteng,Bakkie,Male,53,2,1800,2316,0,9630,1309,0.13592938733125648,1
102996,COMP,2028-03-14,Gauteng,Sedan,Female,36,12,3500,7112,2,15002,1803,0.12018397546993734,1
102997,COMP+,2028-03-15,Free State,SUV,Male,41,10,1800,2106,0,10188,494,0.04848841774636828,1
102998,COMP,2028-03-16,Eastern Cape,SUV,Male,58,13,1600,2589,2,8082,8929,1.1048007918831972,1
102999,TPO,2028-03-17,Free State,Sedan,Male,66,20,2200,7233,1,6778,320,0.0472115668338743,1
103000,TPFT,2028-03-18,Free State,Sedan,Female,35,4,1600,3486,1,10106,76,0.007520284979220265,1
103001,TPFT,2028-03-19,Gauteng,Sedan,Female,50,19,1600,6834,1,11986,0,0.0,0
103002,TPO,2028-03-20,Western Cape,Sedan,Female,63,22,1200,3590,2,10805,369,0.034150856085145766,1
103003,TPO,2028-03-21,Western Cape,Bakkie,Male,53,1,3500,3240,3,7977,0,0.0,0
103004,TPFT,2028-03-22,Gauteng,Sedan,Female,27,11,2200,1487,2,13802,0,0.0,0
103005,COMP,2028-03-23,Gauteng,Bakkie,Female,72,16,1200,1611,0,8856,7828,0.8839205058717254,1
103006,COMP,2028-03-24,Western Cape,SUV,Female,31,19,3000,4420,2,5236,136,0.025974025974025976,1
103007,TPO,2028-03-25,Gauteng,SUV,Female,24,19,1200,6208,0,19171,0,0.0,0
103008,COMP,2028-03-26,Gauteng,SUV,Male,29,12,3000,8098,2,20346,3670,0.180379435761329,1
103009,TPFT,2028-03-27,Western Cape,Bakkie,Male,39,3,2500,4194,3,10519,196,0.018632949900180624,1
103010,COMP,2028-03-28,Gauteng,Sedan,Male,44,23,1200,2397,3,11089,0,0.0,0
103011,TPO,2028-03-29,Western Cape,Sedan,Male,65,24,2000,8214,1,11816,1285,0.10875084631008802,1
103012,TPFT,2028-03-30,Eastern Cape,SUV,Female,54,18,1800,2456,3,11872,0,0.0,0
103013,COMP,2028-03-31,Eastern Cape,Sedan,Female,28,17,1800,3193,2,8970,44,0.004905239687848384,1
103014,COMP+,2028-04-01,KZN,SUV,Female,53,5,2000,4074,3,17765,476,0.026794258373205742,1
103015,TPFT,2028-04-02,Western Cape,Bakkie,Male,30,16,3000,8697,1,8663,0,0.0,0
103016,TPFT,2028-04-03,KZN,SUV,Male,49,24,3000,2337,2,9636,702,0.07285180572851806,1
103017,COMP+,2028-04-04,KZN,Bakkie,Male,25,14,3500,5422,0,11557,8930,0.7726918750540798,1
103018,COMP+,2028-04-05,KZN,SUV,Male,24,19,1600,8131,2,12310,1406,0.11421608448415922,1
103019,TPFT,2028-04-06,Western Cape,Bakkie,Male,60,6,2200,8248,1,9160,1839,0.20076419213973798,1
103020,COMP+,2028-04-07,Free State,Bakkie,Female,60,3,2200,3200,3,7109,1032,0.1451680967787312,1
103021,TPO,2028-04-08,KZN,SUV,Male,34,6,2200,5497,3,13058,15030,1.1510185327002604,1
103022,TPO,2028-04-09,Free State,Bakkie,Female,39,12,1200,3867,2,9958,0,0.0,0
103023,TPO,2028-04-10,Free State,Hatchback,Male,63,20,2200,5583,0,9290,2904,0.31259418729817007,1
103024,TPFT,2028-04-11,Gauteng,SUV,Female,51,11,2200,4882,0,15154,1532,0.10109542035106242,1
103025,COMP+,2028-04-12,Gauteng,SUV,Male,37,7,3000,3114,0,14200,6583,0.4635915492957747,1
103026,COMP+,2028-04-13,Western Cape,Bakkie,Male,70,1,2200,3136,0,10440,925,0.0886015325670498,1
103027,COMP,2028-04-14,Free State,SUV,Female,25,16,1800,6254,2,9612,1606,0.16708281315022888,1
103028,COMP,2028-04-15,Western Cape,Sedan,Female,39,16,2000,7345,3,10247,0,0.0,0
